,isFraud,TransactionID
230,0.0,2987230
231,0.0,2987231
232,0.0,2987232
233,0.0,2987233
234,0.0,2987234
235,0.0,2987235
236,1.0,2987236
237,0.0,2987237
238,0.0,2987238
239,0.0,2987239
240,0.0,2987240
241,0.0,2987241
242,0.0,2987242
243,1.0,2987243
244,0.0,2987244
245,1.0,2987245
246,0.0,2987246
247,0.0,2987247
248,1.0,2987248
249,0.0,2987249
250,0.0,2987250
251,0.0,2987251
252,0.0,2987252
253,0.0,2987253
254,0.0,2987254
255,0.0,2987255
256,0.0,2987256
257,0.0,2987257
258,0.0,2987258
259,1.0,2987259
260,0.0,2987260
261,0.0,2987261
262,1.0,2987262
263,0.0,2987263
264,0.0,2987264
265,1.0,2987265
266,1.0,2987266
267,0.0,2987267
268,0.0,2987268
269,0.0,2987269
270,1.0,2987270
271,1.0,2987271
272,0.0,2987272
273,0.0,2987273
274,0.0,2987274
275,0.0,2987275
276,0.0,2987276
277,0.0,2987277
278,0.0,2987278
279,0.0,2987279
280,0.0,2987280
281,1.0,2987281
282,0.0,2987282
283,0.0,2987283
284,1.0,2987284
285,0.0,2987285
286,0.0,2987286
287,1.0,2987287
288,1.0,2987288
289,0.0,2987289
290,0.0,2987290
291,0.0,2987291
292,0.0,2987292
293,0.0,2987293
294,0.0,2987294
295,0.0,2987295
296,0.0,2987296
297,0.0,2987297
298,0.0,2987298
299,0.0,2987299
300,0.0,2987300
301,1.0,2987301
302,0.0,2987302
303,0.0,2987303
304,0.0,2987304
305,0.0,2987305
306,0.0,2987306
307,0.0,2987307
308,0.0,2987308
309,0.0,2987309
310,0.0,2987310
311,1.0,2987311
312,0.0,2987312
313,0.0,2987313
314,0.0,2987314
315,0.0,2987315
316,1.0,2987316
317,0.0,2987317
318,0.0,2987318
319,1.0,2987319
320,0.0,2987320
321,0.0,2987321
322,0.0,2987322
323,0.0,2987323
324,0.0,2987324
325,0.0,2987325
326,0.0,2987326
327,0.0,2987327
328,1.0,2987328
329,0.0,2987329
330,0.0,2987330
331,0.0,2987331
332,1.0,2987332
333,0.0,2987333
334,0.0,2987334
335,1.0,2987335
336,1.0,2987336
337,1.0,2987337
338,1.0,2987338
339,0.0,2987339
340,0.0,2987340
341,0.0,2987341
342,1.0,2987342
343,0.0,2987343
344,0.0,2987344
345,0.0,2987345
346,0.0,2987346
347,0.0,2987347
348,0.0,2987348
349,0.0,2987349
350,0.0,2987350
351,0.0,2987351
352,0.0,2987352
353,0.0,2987353
354,0.0,2987354
355,0.0,2987355
356,0.0,2987356
357,0.0,2987357
358,0.0,2987358
359,0.0,2987359
360,0.0,2987360
361,1.0,2987361
362,0.0,2987362
363,0.0,2987363
364,0.0,2987364
365,0.0,2987365
366,0.0,2987366
367,1.0,2987367
368,1.0,2987368
369,0.0,2987369
370,0.0,2987370
371,0.0,2987371
372,0.0,2987372
373,0.0,2987373
374,0.0,2987374
375,0.0,2987375
376,1.0,2987376
377,0.0,2987377
378,0.0,2987378
379,0.0,2987379
380,1.0,2987380
381,0.0,2987381
382,0.0,2987382
383,0.0,2987383
384,1.0,2987384
385,0.0,2987385
386,1.0,2987386
387,1.0,2987387
388,0.0,2987388
389,1.0,2987389
390,0.0,2987390
391,0.0,2987391
392,0.0,2987392
393,0.0,2987393
394,0.0,2987394
395,0.0,2987395
396,0.0,2987396
397,0.0,2987397
398,1.0,2987398
399,0.0,2987399
400,0.0,2987400
401,0.0,2987401
402,1.0,2987402
403,0.0,2987403
404,1.0,2987404
405,1.0,2987405
406,0.0,2987406
407,0.0,2987407
408,1.0,2987408
409,0.0,2987409
410,0.0,2987410
411,0.0,2987411
412,0.0,2987412
413,0.0,2987413
414,0.0,2987414
415,0.0,2987415
416,1.0,2987416
417,0.0,2987417
418,0.0,2987418
419,0.0,2987419
420,0.0,2987420
421,0.0,2987421
422,0.0,2987422
423,0.0,2987423
424,0.0,2987424
425,1.0,2987425
426,0.0,2987426
427,0.0,2987427
428,0.0,2987428
429,0.0,2987429
430,0.0,2987430
431,0.0,2987431
432,0.0,2987432
433,1.0,2987433
434,1.0,2987434
435,0.0,2987435
436,0.0,2987436
437,1.0,2987437
438,1.0,2987438
439,1.0,2987439
440,0.0,2987440
441,0.0,2987441
442,0.0,2987442
443,1.0,2987443
444,0.0,2987444
445,0.0,2987445
446,0.0,2987446
447,0.0,2987447
448,0.0,2987448
449,1.0,2987449
450,0.0,2987450
451,0.0,2987451
452,0.0,2987452
453,0.0,2987453
454,0.0,2987454
455,0.0,2987455
456,0.0,2987456
457,0.0,2987457
458,0.0,2987458
459,0.0,2987459
460,0.0,2987460
461,0.0,2987461
462,0.0,2987462
463,0.0,2987463
464,0.0,2987464
465,0.0,2987465
466,1.0,2987466
467,1.0,2987467
468,0.0,2987468
469,1.0,2987469
470,0.0,2987470
471,0.0,2987471
472,0.0,2987472
473,0.0,2987473
474,0.0,2987474
475,0.0,2987475
476,1.0,2987476
477,0.0,2987477
478,0.0,2987478
479,0.0,2987479
480,0.0,2987480
481,0.0,2987481
482,0.0,2987482
483,0.0,2987483
484,0.0,2987484
485,0.0,2987485
486,0.0,2987486
487,0.0,2987487
488,0.0,2987488
489,1.0,2987489
490,1.0,2987490
491,0.0,2987491
492,0.0,2987492
493,0.0,2987493
494,0.0,2987494
495,0.0,2987495
496,0.0,2987496
497,0.0,2987497
498,0.0,2987498
499,1.0,2987499
500,0.0,2987500
501,1.0,2987501
502,0.0,2987502
503,0.0,2987503
504,0.0,2987504
505,1.0,2987505
506,0.0,2987506
507,0.0,2987507
508,1.0,2987508
509,0.0,2987509
510,0.0,2987510
511,0.0,2987511
512,0.0,2987512
513,0.0,2987513
514,1.0,2987514
515,0.0,2987515
516,0.0,2987516
517,1.0,2987517
518,0.0,2987518
519,0.0,2987519
520,1.0,2987520
521,1.0,2987521
522,0.0,2987522
523,0.0,2987523
524,1.0,2987524
525,0.0,2987525
526,0.0,2987526
527,0.0,2987527
528,1.0,2987528
529,1.0,2987529
530,0.0,2987530
531,1.0,2987531
532,1.0,2987532
533,0.0,2987533
534,0.0,2987534
535,1.0,2987535
536,0.0,2987536
537,0.0,2987537
538,0.0,2987538
539,0.0,2987539
540,0.0,2987540
541,0.0,2987541
542,0.0,2987542
543,0.0,2987543
544,1.0,2987544
545,0.0,2987545
546,0.0,2987546
547,1.0,2987547
548,0.0,2987548
549,0.0,2987549
550,1.0,2987550
551,0.0,2987551
552,0.0,2987552
553,1.0,2987553
554,0.0,2987554
555,1.0,2987555
556,1.0,2987556
557,0.0,2987557
558,1.0,2987558
559,0.0,2987559
560,1.0,2987560
561,0.0,2987561
562,0.0,2987562
563,1.0,2987563
564,0.0,2987564
565,0.0,2987565
566,0.0,2987566
567,0.0,2987567
568,0.0,2987568
569,0.0,2987569
570,0.0,2987570
571,0.0,2987571
572,0.0,2987572
573,0.0,2987573
574,0.0,2987574
575,0.0,2987575
576,1.0,2987576
577,0.0,2987577
578,0.0,2987578
579,1.0,2987579
580,0.0,2987580
581,0.0,2987581
582,0.0,2987582
583,0.0,2987583
584,1.0,2987584
585,1.0,2987585
586,0.0,2987586
587,0.0,2987587
588,0.0,2987588
589,0.0,2987589
590,1.0,2987590
591,0.0,2987591
592,1.0,2987592
593,0.0,2987593
594,0.0,2987594
595,0.0,2987595
596,0.0,2987596
597,0.0,2987597
598,1.0,2987598
599,0.0,2987599
600,0.0,2987600
601,1.0,2987601
602,0.0,2987602
603,1.0,2987603
604,0.0,2987604
605,1.0,2987605
606,0.0,2987606
607,1.0,2987607
608,0.0,2987608
609,1.0,2987609
610,1.0,2987610
611,0.0,2987611
612,0.0,2987612
613,1.0,2987613
614,0.0,2987614
615,0.0,2987615
616,0.0,2987616
617,1.0,2987617
618,1.0,2987618
619,0.0,2987619
620,1.0,2987620
621,0.0,2987621
622,0.0,2987622
623,1.0,2987623
624,0.0,2987624
625,1.0,2987625
626,0.0,2987626
627,0.0,2987627
628,0.0,2987628
629,0.0,2987629
630,0.0,2987630
631,0.0,2987631
632,0.0,2987632
633,0.0,2987633
634,0.0,2987634
635,0.0,2987635
636,0.0,2987636
637,1.0,2987637
638,1.0,2987638
639,1.0,2987639
640,0.0,2987640
641,0.0,2987641
642,0.0,2987642
643,1.0,2987643
644,0.0,2987644
645,0.0,2987645
646,0.0,2987646
647,0.0,2987647
648,1.0,2987648
649,0.0,2987649
650,0.0,2987650
651,0.0,2987651
652,0.0,2987652
653,1.0,2987653
654,0.0,2987654
655,0.0,2987655
656,0.0,2987656
657,0.0,2987657
658,0.0,2987658
659,0.0,2987659
660,1.0,2987660
661,0.0,2987661
662,0.0,2987662
663,0.0,2987663
664,1.0,2987664
665,0.0,2987665
666,1.0,2987666
667,0.0,2987667
668,1.0,2987668
669,0.0,2987669
670,0.0,2987670
671,0.0,2987671
672,1.0,2987672
673,0.0,2987673
674,0.0,2987674
675,0.0,2987675
676,0.0,2987676
677,0.0,2987677
678,0.0,2987678
679,0.0,2987679
680,0.0,2987680
681,0.0,2987681
682,0.0,2987682
683,0.0,2987683
684,0.0,2987684
685,0.0,2987685
686,1.0,2987686
687,0.0,2987687
688,0.0,2987688
689,0.0,2987689
690,0.0,2987690
691,0.0,2987691
692,1.0,2987692
693,0.0,2987693
694,0.0,2987694
695,0.0,2987695
696,0.0,2987696
697,0.0,2987697
698,1.0,2987698
699,0.0,2987699
700,0.0,2987700
701,0.0,2987701
702,0.0,2987702
703,1.0,2987703
704,0.0,2987704
705,0.0,2987705
706,0.0,2987706
707,0.0,2987707
708,0.0,2987708
709,0.0,2987709
710,0.0,2987710
711,0.0,2987711
712,0.0,2987712
713,0.0,2987713
714,0.0,2987714
715,0.0,2987715
716,0.0,2987716
717,0.0,2987717
718,0.0,2987718
719,0.0,2987719
720,0.0,2987720
721,0.0,2987721
722,0.0,2987722
723,0.0,2987723
724,1.0,2987724
725,0.0,2987725
726,1.0,2987726
727,0.0,2987727
728,0.0,2987728
729,0.0,2987729
730,1.0,2987730
731,0.0,2987731
732,1.0,2987732
733,0.0,2987733
734,0.0,2987734
735,0.0,2987735
736,0.0,2987736
737,0.0,2987737
738,0.0,2987738
739,0.0,2987739
740,0.0,2987740
741,1.0,2987741
742,0.0,2987742
743,1.0,2987743
744,0.0,2987744
745,0.0,2987745
746,1.0,2987746
747,0.0,2987747
748,0.0,2987748
749,0.0,2987749
750,0.0,2987750
751,1.0,2987751
752,1.0,2987752
753,0.0,2987753
754,1.0,2987754
755,0.0,2987755
756,0.0,2987756
757,0.0,2987757
758,1.0,2987758
759,0.0,2987759
760,0.0,2987760
761,0.0,2987761
762,0.0,2987762
763,1.0,2987763
764,0.0,2987764
765,0.0,2987765
766,0.0,2987766
767,0.0,2987767
768,0.0,2987768
769,1.0,2987769
770,0.0,2987770
771,0.0,2987771
772,0.0,2987772
773,0.0,2987773
774,1.0,2987774
775,0.0,2987775
776,0.0,2987776
777,0.0,2987777
778,0.0,2987778
779,1.0,2987779
780,1.0,2987780
781,1.0,2987781
782,0.0,2987782
783,0.0,2987783
784,0.0,2987784
785,0.0,2987785
786,0.0,2987786
787,0.0,2987787
788,1.0,2987788
789,0.0,2987789
790,0.0,2987790
791,0.0,2987791
792,0.0,2987792
793,0.0,2987793
794,0.0,2987794
795,0.0,2987795
796,0.0,2987796
797,0.0,2987797
798,0.0,2987798
799,0.0,2987799
800,1.0,2987800
801,0.0,2987801
802,0.0,2987802
803,0.0,2987803
804,1.0,2987804
805,0.0,2987805
806,0.0,2987806
807,0.0,2987807
808,0.0,2987808
809,0.0,2987809
810,0.0,2987810
811,0.0,2987811
812,0.0,2987812
813,0.0,2987813
814,0.0,2987814
815,1.0,2987815
816,0.0,2987816
817,0.0,2987817
818,0.0,2987818
819,1.0,2987819
820,0.0,2987820
821,1.0,2987821
822,0.0,2987822
823,0.0,2987823
824,1.0,2987824
825,0.0,2987825
826,0.0,2987826
827,0.0,2987827
828,1.0,2987828
829,0.0,2987829
830,0.0,2987830
831,1.0,2987831
832,0.0,2987832
833,0.0,2987833
834,1.0,2987834
835,0.0,2987835
836,0.0,2987836
837,1.0,2987837
838,1.0,2987838
839,0.0,2987839
840,0.0,2987840
841,0.0,2987841
842,0.0,2987842
843,0.0,2987843
844,1.0,2987844
845,0.0,2987845
846,0.0,2987846
847,1.0,2987847
848,1.0,2987848
849,0.0,2987849
850,0.0,2987850
851,0.0,2987851
852,0.0,2987852
853,0.0,2987853
854,1.0,2987854
855,0.0,2987855
856,0.0,2987856
857,0.0,2987857
858,0.0,2987858
859,0.0,2987859
860,0.0,2987860
861,0.0,2987861
862,0.0,2987862
863,0.0,2987863
864,0.0,2987864
865,0.0,2987865
866,0.0,2987866
867,0.0,2987867
868,1.0,2987868
869,1.0,2987869
870,0.0,2987870
871,0.0,2987871
872,1.0,2987872
873,0.0,2987873
874,0.0,2987874
875,0.0,2987875
876,0.0,2987876
877,0.0,2987877
878,0.0,2987878
879,0.0,2987879
880,0.0,2987880
881,0.0,2987881
882,0.0,2987882
883,0.0,2987883
884,0.0,2987884
885,1.0,2987885
886,1.0,2987886
887,1.0,2987887
888,0.0,2987888
889,0.0,2987889
890,0.0,2987890
891,0.0,2987891
892,0.0,2987892
893,1.0,2987893
894,0.0,2987894
895,1.0,2987895
896,0.0,2987896
897,0.0,2987897
898,0.0,2987898
899,0.0,2987899
900,1.0,2987900
901,1.0,2987901
902,0.0,2987902
903,0.0,2987903
904,0.0,2987904
905,0.0,2987905
906,0.0,2987906
907,1.0,2987907
908,0.0,2987908
909,0.0,2987909
910,0.0,2987910
911,0.0,2987911
912,0.0,2987912
913,0.0,2987913
914,0.0,2987914
915,0.0,2987915
916,0.0,2987916
917,0.0,2987917
918,0.0,2987918
919,0.0,2987919
920,0.0,2987920
921,0.0,2987921
922,0.0,2987922
923,0.0,2987923
924,0.0,2987924
925,1.0,2987925
926,0.0,2987926
927,0.0,2987927
928,0.0,2987928
929,0.0,2987929
930,1.0,2987930
931,1.0,2987931
932,0.0,2987932
933,0.0,2987933
934,0.0,2987934
935,0.0,2987935
936,0.0,2987936
937,0.0,2987937
938,1.0,2987938
939,0.0,2987939
940,0.0,2987940
941,0.0,2987941
942,1.0,2987942
943,0.0,2987943
944,0.0,2987944
945,0.0,2987945
946,0.0,2987946
947,0.0,2987947
948,0.0,2987948
949,0.0,2987949
950,0.0,2987950
951,1.0,2987951
952,0.0,2987952
953,0.0,2987953
954,0.0,2987954
955,0.0,2987955
956,0.0,2987956
957,1.0,2987957
958,0.0,2987958
959,0.0,2987959
960,0.0,2987960
961,0.0,2987961
962,0.0,2987962
963,0.0,2987963
964,1.0,2987964
965,1.0,2987965
966,0.0,2987966
967,0.0,2987967
968,1.0,2987968
969,0.0,2987969
970,0.0,2987970
971,0.0,2987971
972,0.0,2987972
973,0.0,2987973
974,0.0,2987974
975,0.0,2987975
976,0.0,2987976
977,0.0,2987977
978,0.0,2987978
979,0.0,2987979
980,0.0,2987980
981,0.0,2987981
982,0.0,2987982
983,0.0,2987983
984,0.0,2987984
985,0.0,2987985
986,0.0,2987986
987,0.0,2987987
988,0.0,2987988
989,1.0,2987989
990,0.0,2987990
991,0.0,2987991
992,0.0,2987992
993,0.0,2987993
994,0.0,2987994
995,0.0,2987995
996,0.0,2987996
997,0.0,2987997
998,0.0,2987998
999,0.0,2987999
1000,0.0,2988000
1001,0.0,2988001
1002,0.0,2988002
1003,0.0,2988003
1004,0.0,2988004
1005,0.0,2988005
1006,0.0,2988006
1007,0.0,2988007
1008,0.0,2988008
1009,0.0,2988009
1010,0.0,2988010
1011,0.0,2988011
1012,0.0,2988012
1013,0.0,2988013
1014,0.0,2988014
1015,1.0,2988015
1016,0.0,2988016
1017,0.0,2988017
1018,1.0,2988018
1019,0.0,2988019
1020,0.0,2988020
1021,1.0,2988021
1022,0.0,2988022
1023,0.0,2988023
1024,0.0,2988024
1025,0.0,2988025
1026,0.0,2988026
1027,0.0,2988027
1028,0.0,2988028
1029,0.0,2988029
1030,0.0,2988030
1031,0.0,2988031
1032,0.0,2988032
1033,1.0,2988033
1034,0.0,2988034
1035,0.0,2988035
1036,0.0,2988036
1037,0.0,2988037
1038,0.0,2988038
1039,0.0,2988039
1040,0.0,2988040
1041,0.0,2988041
1042,0.0,2988042
1043,0.0,2988043
1044,0.0,2988044
1045,0.0,2988045
1046,0.0,2988046
1047,1.0,2988047
1048,0.0,2988048
1049,0.0,2988049
1050,0.0,2988050
1051,0.0,2988051
1052,0.0,2988052
1053,0.0,2988053
1054,0.0,2988054
1055,0.0,2988055
1056,0.0,2988056
1057,0.0,2988057
1058,1.0,2988058
1059,0.0,2988059
1060,1.0,2988060
1061,0.0,2988061
1062,1.0,2988062
1063,0.0,2988063
1064,1.0,2988064
1065,0.0,2988065
1066,0.0,2988066
1067,0.0,2988067
1068,0.0,2988068
1069,1.0,2988069
1070,0.0,2988070
1071,0.0,2988071
1072,0.0,2988072
1073,0.0,2988073
1074,1.0,2988074
1075,0.0,2988075
1076,0.0,2988076
1077,0.0,2988077
1078,0.0,2988078
1079,0.0,2988079
1080,0.0,2988080
1081,0.0,2988081
1082,0.0,2988082
1083,1.0,2988083
1084,0.0,2988084
1085,0.0,2988085
1086,0.0,2988086
1087,0.0,2988087
1088,0.0,2988088
1089,0.0,2988089
1090,0.0,2988090
1091,0.0,2988091
1092,0.0,2988092
1093,1.0,2988093
1094,0.0,2988094
1095,0.0,2988095
1096,0.0,2988096
1097,0.0,2988097
1098,0.0,2988098
1099,0.0,2988099
1100,0.0,2988100
1101,0.0,2988101
1102,0.0,2988102
1103,0.0,2988103
1104,0.0,2988104
1105,0.0,2988105
1106,0.0,2988106
1107,0.0,2988107
1108,0.0,2988108
1109,0.0,2988109
1110,0.0,2988110
1111,0.0,2988111
1112,0.0,2988112
1113,0.0,2988113
1114,0.0,2988114
1115,0.0,2988115
1116,0.0,2988116
1117,0.0,2988117
1118,0.0,2988118
1119,0.0,2988119
1120,0.0,2988120
1121,0.0,2988121
1122,0.0,2988122
1123,0.0,2988123
1124,0.0,2988124
1125,0.0,2988125
1126,0.0,2988126
1127,0.0,2988127
1128,0.0,2988128
1129,0.0,2988129
1130,0.0,2988130
1131,0.0,2988131
1132,0.0,2988132
1133,0.0,2988133
1134,0.0,2988134
1135,0.0,2988135
1136,0.0,2988136
1137,0.0,2988137
1138,0.0,2988138
1139,0.0,2988139
1140,1.0,2988140
1141,0.0,2988141
1142,0.0,2988142
1143,0.0,2988143
1144,0.0,2988144
1145,0.0,2988145
1146,0.0,2988146
1147,0.0,2988147
1148,0.0,2988148
1149,0.0,2988149
1150,0.0,2988150
1151,0.0,2988151
1152,0.0,2988152
1153,0.0,2988153
1154,0.0,2988154
1155,0.0,2988155
1156,0.0,2988156
1157,0.0,2988157
1158,0.0,2988158
1159,0.0,2988159
1160,0.0,2988160
1161,0.0,2988161
1162,0.0,2988162
1163,0.0,2988163
1164,0.0,2988164
1165,0.0,2988165
1166,1.0,2988166
1167,0.0,2988167
1168,0.0,2988168
1169,0.0,2988169
1170,1.0,2988170
1171,0.0,2988171
1172,0.0,2988172
1173,0.0,2988173
1174,0.0,2988174
1175,0.0,2988175
1176,0.0,2988176
1177,1.0,2988177
1178,0.0,2988178
1179,0.0,2988179
1180,0.0,2988180
1181,1.0,2988181
1182,1.0,2988182
1183,0.0,2988183
1184,0.0,2988184
1185,0.0,2988185
1186,0.0,2988186
1187,0.0,2988187
1188,0.0,2988188
1189,0.0,2988189
1190,0.0,2988190
1191,0.0,2988191
1192,0.0,2988192
1193,0.0,2988193
1194,0.0,2988194
1195,0.0,2988195
1196,0.0,2988196
1197,0.0,2988197
1198,0.0,2988198
1199,0.0,2988199
1200,0.0,2988200
1201,0.0,2988201
1202,0.0,2988202
1203,0.0,2988203
1204,1.0,2988204
1205,0.0,2988205
1206,0.0,2988206
1207,0.0,2988207
1208,0.0,2988208
1209,0.0,2988209
1210,0.0,2988210
1211,0.0,2988211
1212,0.0,2988212
1213,0.0,2988213
1214,0.0,2988214
1215,0.0,2988215
1216,0.0,2988216
1217,0.0,2988217
1218,0.0,2988218
1219,0.0,2988219
1220,1.0,2988220
1221,0.0,2988221
1222,0.0,2988222
1223,0.0,2988223
1224,0.0,2988224
1225,0.0,2988225
1226,0.0,2988226
1227,1.0,2988227
1228,0.0,2988228
1229,0.0,2988229
1230,0.0,2988230
1231,0.0,2988231
1232,0.0,2988232
1233,0.0,2988233
1234,1.0,2988234
1235,0.0,2988235
1236,0.0,2988236
1237,0.0,2988237
1238,0.0,2988238
1239,1.0,2988239
1240,0.0,2988240
1241,0.0,2988241
1242,0.0,2988242
1243,0.0,2988243
1244,0.0,2988244
1245,0.0,2988245
1246,1.0,2988246
1247,0.0,2988247
1248,0.0,2988248
1249,0.0,2988249
1250,0.0,2988250
1251,0.0,2988251
1252,0.0,2988252
1253,1.0,2988253
1254,0.0,2988254
1255,0.0,2988255
1256,0.0,2988256
1257,0.0,2988257
1258,0.0,2988258
1259,0.0,2988259
1260,0.0,2988260
1261,0.0,2988261
1262,0.0,2988262
1263,0.0,2988263
1264,0.0,2988264
1265,0.0,2988265
1266,0.0,2988266
1267,0.0,2988267
1268,0.0,2988268
1269,0.0,2988269
1270,0.0,2988270
1271,0.0,2988271
1272,0.0,2988272
1273,0.0,2988273
1274,0.0,2988274
1275,0.0,2988275
1276,0.0,2988276
1277,0.0,2988277
1278,0.0,2988278
1279,0.0,2988279
1280,0.0,2988280
1281,0.0,2988281
1282,0.0,2988282
1283,0.0,2988283
1284,0.0,2988284
1285,0.0,2988285
1286,0.0,2988286
1287,0.0,2988287
1288,0.0,2988288
1289,0.0,2988289
1290,0.0,2988290
1291,0.0,2988291
1292,0.0,2988292
1293,0.0,2988293
1294,0.0,2988294
1295,0.0,2988295
1296,0.0,2988296
1297,0.0,2988297
1298,0.0,2988298
1299,0.0,2988299
1300,0.0,2988300
1301,0.0,2988301
1302,1.0,2988302
1303,0.0,2988303
1304,0.0,2988304
1305,0.0,2988305
1306,0.0,2988306
1307,0.0,2988307
1308,1.0,2988308
1309,0.0,2988309
1310,0.0,2988310
1311,0.0,2988311
1312,1.0,2988312
1313,0.0,2988313
1314,0.0,2988314
1315,0.0,2988315
1316,0.0,2988316
1317,0.0,2988317
1318,0.0,2988318
1319,0.0,2988319
1320,0.0,2988320
1321,0.0,2988321
1322,0.0,2988322
1323,0.0,2988323
1324,0.0,2988324
1325,1.0,2988325
1326,0.0,2988326
1327,0.0,2988327
1328,0.0,2988328
1329,0.0,2988329
1330,0.0,2988330
1331,0.0,2988331
1332,1.0,2988332
1333,0.0,2988333
1334,0.0,2988334
1335,0.0,2988335
1336,0.0,2988336
1337,0.0,2988337
1338,0.0,2988338
1339,0.0,2988339
1340,1.0,2988340
1341,0.0,2988341
1342,1.0,2988342
1343,0.0,2988343
1344,0.0,2988344
1345,0.0,2988345
1346,0.0,2988346
1347,0.0,2988347
1348,0.0,2988348
1349,0.0,2988349
1350,0.0,2988350
1351,0.0,2988351
1352,0.0,2988352
1353,0.0,2988353
1354,0.0,2988354
1355,0.0,2988355
1356,0.0,2988356
1357,0.0,2988357
1358,0.0,2988358
1359,0.0,2988359
1360,0.0,2988360
